name,version,vendor,install_date
flashrom,1.2,"Red Hat, Inc.",
upower,0.99.13,"Red Hat, Inc.",
luksmeta,9,"Red Hat, Inc.",
libgdata,0.18.1,"Red Hat, Inc.",
libshout,2.4.3,"Red Hat, Inc.",
gnome-terminal,3.40.3,"Red Hat, Inc.",
gnome-color-manager,3.36.0,"Red Hat, Inc.",
libwnck3,40.0,"Red Hat, Inc.",
xdg-user-dirs-gtk,0.10,"Red Hat, Inc.",
gnome-bluetooth,3.34.5,"Red Hat, Inc.",
gsound,1.0.2,"Red Hat, Inc.",
system-config-printer-libs,1.5.15,"Red Hat, Inc.",
vte291,0.64.2,"Red Hat, Inc.",
sssd-ad,2.9.5,"Red Hat, Inc.",
runc,1.1.13,"Red Hat, Inc.",
libnet,1.2,"Red Hat, Inc.",
sssd,2.9.5,"Red Hat, Inc.",
bind-utils,9.16.23,"Red Hat, Inc.",
authselect,1.2.6,"Red Hat, Inc.",
sssd-ipa,2.9.5,"Red Hat, Inc.",
criu-libs,3.19,"Red Hat, Inc.",
bind-libs,9.16.23,"Red Hat, Inc.",
criu,3.19,"Red Hat, Inc.",
cyrus-sasl-gssapi,2.1.27,"Red Hat, Inc.",
libsndfile,1.0.31,"Red Hat, Inc.",
libjose,14,"Red Hat, Inc.",
e2fsprogs-libs,1.46.5,"Red Hat, Inc.",
ethtool,6.2,"Red Hat, Inc.",
libnftnl,1.2.6,"Red Hat, Inc.",
dbus-tools,1.12.20,"Red Hat, Inc.",
ca-certificates,2024.2.69_v8.0.303,"Red Hat, Inc.",
libbpf,1.4.0,"Red Hat, Inc.",
ledmon-libs,1.0.0,"Red Hat, Inc.",
acl,2.3.1,"Red Hat, Inc.",
shadow-utils-subid,4.9,"Red Hat, Inc.",
libevent,2.1.12,"Red Hat, Inc.",
xorg-x11-server-common,1.20.11,"Red Hat, Inc.",
flac-libs,1.3.3,"Red Hat, Inc.",
libatomic,11.5.0,"Red Hat, Inc.",
ostree-libs,2024.9,"Red Hat, Inc.",
librsvg2,2.50.7,"Red Hat, Inc.",
PackageKit-glib,1.2.6,"Red Hat, Inc.",
ibus-libs,1.5.25,"Red Hat, Inc.",
gjs,1.68.6,"Red Hat, Inc.",
libxmlb,0.3.10,"Red Hat, Inc.",
libwacom,1.12.1,"Red Hat, Inc.",
libmbim,1.28.2,"Red Hat, Inc.",
shared-mime-info,2.1,"Red Hat, Inc.",
cockpit-bridge,323.1,"Red Hat, Inc.",
gdk-pixbuf2,2.42.6,"Red Hat, Inc.",
libxshmfence,1.3,"Red Hat, Inc.",
libbasicobjects,0.1.1,"Red Hat, Inc.",
fribidi,1.0.10,"Red Hat, Inc.",
libidn2,2.3.0,"Red Hat, Inc.",
libcollection,0.7.0,"Red Hat, Inc.",
json-c,0.14,"Red Hat, Inc.",
libxslt,1.1.34,"Red Hat, Inc.",
libXtst,1.2.3,"Red Hat, Inc.",
libattr,2.5.1,"Red Hat, Inc.",
libXfixes,5.0.3,"Red Hat, Inc.",
libassuan,2.5.5,"Red Hat, Inc.",
libXdamage,1.1.5,"Red Hat, Inc.",
libepoxy,1.5.5,"Red Hat, Inc.",
libXinerama,1.1.4,"Red Hat, Inc.",
libvorbis,1.3.7,"Red Hat, Inc.",
libXcomposite,0.4.5,"Red Hat, Inc.",
libXrandr,1.5.2,"Red Hat, Inc.",
libref_array,0.1.5,"Red Hat, Inc.",
lz4-libs,1.9.3,"Red Hat, Inc.",
libsigc++20,2.10.7,"Red Hat, Inc.",
libXrender,0.9.10,"Red Hat, Inc.",
libogg,1.3.4,"Red Hat, Inc.",
libXi,1.7.10,"Red Hat, Inc.",
libicu,67.1,"Red Hat, Inc.",
readline,8.1,"Red Hat, Inc.",
bzip2-libs,1.0.8,"Red Hat, Inc.",
lcms2,2.12,"Red Hat, Inc.",
publicsuffix-list-dafsa,20210518,"Red Hat, Inc.",
libpng,1.6.37,"Red Hat, Inc.",
libxcrypt,4.4.18,"Red Hat, Inc.",
libzstd,1.5.1,"Red Hat, Inc.",
popt,1.18,"Red Hat, Inc.",
xz-libs,5.2.5,"Red Hat, Inc.",
libgpg-error,1.42,"Red Hat, Inc.",
libunistring,0.9.10,"Red Hat, Inc.",
libseccomp,2.5.2,"Red Hat, Inc.",
hunspell-filesystem,1.7.0,"Red Hat, Inc.",
poppler-data,0.4.9,"Red Hat, Inc.",
gawk-all-langpacks,5.1.0,"Red Hat, Inc.",
efi-filesystem,6,"Red Hat, Inc.",
hplip-common,3.21.2,"Red Hat, Inc.",
basesystem,11,"Red Hat, Inc.",
adobe-mappings-pdf,20180407,"Red Hat, Inc.",
man-pages-overrides,9.0.0.0,"Red Hat, Inc.",
mobile-broadband-provider-info,20210805,"Red Hat, Inc.",
thai-scalable-fonts-common,0.7.2,"Red Hat, Inc.",
urw-base35-fonts-common,20200910,"Red Hat, Inc.",
adwaita-cursor-theme,40.1.1,"Red Hat, Inc.",
dbus-daemon,1.12.20,"Red Hat, Inc.",
device-mapper-event,1.02.198,"Red Hat, Inc.",
lvm2,2.03.24,"Red Hat, Inc.",
cups-ipptool,2.3.3op2,"Red Hat, Inc.",
initscripts-service,10.11.7,"Red Hat, Inc.",
cryptsetup,2.7.2,"Red Hat, Inc.",
openssh,8.7p1,"Red Hat, Inc.",
audit,3.1.5,"Red Hat, Inc.",
lvm2-libs,2.03.24,"Red Hat, Inc.",
containernetworking-plugins,1.5.1,"Red Hat, Inc.",
device-mapper-multipath-libs,0.8.7,"Red Hat, Inc.",
openssh-server,8.7p1,"Red Hat, Inc.",
virt-what,1.25,"Red Hat, Inc.",
gstreamer1-plugins-base,1.22.1,"Red Hat, Inc.",
python3-rpm,4.16.1.3,"Red Hat, Inc.",
gsettings-desktop-schemas,40.0,"Red Hat, Inc.",
rpm-sign-libs,4.16.1.3,"Red Hat, Inc.",
libblockdev-utils,2.28,"Red Hat, Inc.",
gstreamer1,1.22.1,"Red Hat, Inc.",
ModemManager-glib,1.20.2,"Red Hat, Inc.",
jq,1.6,"Red Hat, Inc.",
pango,1.48.7,"Red Hat, Inc.",
polkit,0.117,"Red Hat, Inc.",
pcre,8.44,"Red Hat, Inc.",
libndp,1.9,"Red Hat, Inc.",
polkit-libs,0.117,"Red Hat, Inc.",
gobject-introspection,1.68.0,"Red Hat, Inc.",
python3-tracer,1.1,"Red Hat, Inc.",
libcanberra,0.30,"Red Hat, Inc.",
clevis-luks,20,"Red Hat, Inc.",
python3-subscription-manager-rhsm,1.29.42,"Red Hat, Inc.",
harfbuzz,2.7.4,"Red Hat, Inc.",
clevis,20,"Red Hat, Inc.",
gnupg2,2.3.3,"Red Hat, Inc.",
oniguruma,6.9.6,"Red Hat, Inc.",
NetworkManager-libnm,1.48.10,"Red Hat, Inc.",
glib2,2.68.4,"Red Hat, Inc.",
python3-libdnf,0.69.0,"Red Hat, Inc.",
cockpit-ws,323.1,"Red Hat, Inc.",
kpatch-dnf,0.9.7_0.4,"Red Hat, Inc.",
power-profiles-daemon,0.21,"Red Hat, Inc.",
python3-dnf,4.14.0,"Red Hat, Inc.",
libdnf,0.69.0,"Red Hat, Inc.",
libblockdev-swap,2.28,"Red Hat, Inc.",
librhsm,0.0.3,"Red Hat, Inc.",
python3-hawkey,0.69.0,"Red Hat, Inc.",
harfbuzz-icu,2.7.4,"Red Hat, Inc.",
xorg-x11-server-Xwayland,23.2.7,"Red Hat, Inc.",
libdecor,0.1.1,"Red Hat, Inc.",
gstreamer1-plugins-ugly-free,1.22.1,"Red Hat, Inc.",
perl-if,0.60.800,"Red Hat, Inc.",
perl-base,2.27,"Red Hat, Inc.",
perl-DynaLoader,1.47,"Red Hat, Inc.",
wget,1.21.1,"Red Hat, Inc.",
openldap-compat,2.6.6,"Red Hat, Inc.",
quota,4.09,"Red Hat, Inc.",
ledmon,1.0.0,"Red Hat, Inc.",
python3-setools,4.4.4,"Red Hat, Inc.",
mesa-libGL,24.1.2,"Red Hat, Inc.",
nano,5.6.1,"Red Hat, Inc.",
mesa-libxatracker,24.1.2,"Red Hat, Inc.",
openssl-pkcs11,0.4.11,"Red Hat, Inc.",
perl-Getopt-Std,1.12,"Red Hat, Inc.",
usbutils,017,"Red Hat, Inc.",
perl-locale,1.09,"Red Hat, Inc.",
perl-subs,1.03,"Red Hat, Inc.",
cyrus-sasl-plain,2.1.27,"Red Hat, Inc.",
cpp,11.5.0,"Red Hat, Inc.",
fprintd-pam,1.94.0,"Red Hat, Inc.",
python3-chardet,4.0.0,"Red Hat, Inc.",
foomatic-db-ppds,4.0,"Red Hat, Inc.",
python3-pexpect,4.8.0,"Red Hat, Inc.",
foomatic-db,4.0,"Red Hat, Inc.",
itstool,2.0.6,"Red Hat, Inc.",
python3-decorator,4.4.2,"Red Hat, Inc.",
python3-pyudev,0.22.0,"Red Hat, Inc.",
python3-pysocks,1.7.1,"Red Hat, Inc.",
switcheroo-control,2.4,"Red Hat, Inc.",
volume_key-libs,0.3.12,"Red Hat, Inc.",
python3-dasbus,1.4,"Red Hat, Inc.",
python3-libcomps,0.1.18,"Red Hat, Inc.",
gvfs,1.48.1,"Red Hat, Inc.",
python3-ptyprocess,0.6.0,"Red Hat, Inc.",
fprintd,1.94.0,"Red Hat, Inc.",
python3-inotify,0.9.6,"Red Hat, Inc.",
python3-ethtool,0.15,"Red Hat, Inc.",
python3-gpg,1.15.1,"Red Hat, Inc.",
gvfs-fuse,1.48.1,"Red Hat, Inc.",
xorg-x11-drv-libinput,1.0.1,"Red Hat, Inc.",
libieee1284,0.2.11,"Red Hat, Inc.",
glx-utils,8.4.0,"Red Hat, Inc.",
libglvnd-glx,1.3.4,"Red Hat, Inc.",
speex,1.2.0,"Red Hat, Inc.",
gutenprint,5.3.4,"Red Hat, Inc.",
mtdev,1.1.5,"Red Hat, Inc.",
libevdev,1.11.0,"Red Hat, Inc.",
gutenprint-libs,5.3.4,"Red Hat, Inc.",
libsamplerate,0.1.9,"Red Hat, Inc.",
ibus-gtk3,1.5.25,"Red Hat, Inc.",
gnome-online-accounts,3.40.0,"Red Hat, Inc.",
gnome-session,40.1.1,"Red Hat, Inc.",
mutter,40.9,"Red Hat, Inc.",
gnome-settings-daemon,40.0.1,"Red Hat, Inc.",
nm-connection-editor,1.26.0,"Red Hat, Inc.",
nautilus-extensions,40.2,"Red Hat, Inc.",
ibus-setup,1.5.25,"Red Hat, Inc.",
nautilus,40.2,"Red Hat, Inc.",
python3-file-magic,5.39,"Red Hat, Inc.",
python3-cloud-what,1.29.42,"Red Hat, Inc.",
python3-libxml2,2.9.13,"Red Hat, Inc.",
python3-systemd,234,"Red Hat, Inc.",
python3-idna,2.10,"Red Hat, Inc.",
python3-linux-procfs,0.7.3,"Red Hat, Inc.",
python3-dateutil,2.8.1,"Red Hat, Inc.",
python3-audit,3.1.5,"Red Hat, Inc.",
python3-urllib3,1.26.5,"Red Hat, Inc.",
sos,4.8.1,"Red Hat, Inc.",
python3-requests,2.25.1,"Red Hat, Inc.",
xmlsec1-openssl,1.2.29,"Red Hat, Inc.",
composefs,1.0.5,"Red Hat, Inc.",
adobe-mappings-cmap,20171205,"Red Hat, Inc.",
dejavu-sans-fonts,2.37,"Red Hat, Inc.",
abattis-cantarell-fonts,0.301,"Red Hat, Inc.",
adobe-source-code-pro-fonts,2.030.1.050,"Red Hat, Inc.",
dejavu-sans-mono-fonts,2.37,"Red Hat, Inc.",
google-noto-fonts-common,20201206,"Red Hat, Inc.",
xkeyboard-config,2.33,"Red Hat, Inc.",
fonts-filesystem,2.0.5,"Red Hat, Inc.",
langpacks-core-font-en,3.0,"Red Hat, Inc.",
foomatic-db-filesystem,4.0,"Red Hat, Inc.",
google-droid-sans-fonts,20200215,"Red Hat, Inc.",
subscription-manager-rhsm-certificates,20220623,"Red Hat, Inc.",
yelp-xsl,40.2,"Red Hat, Inc.",
libreport-filesystem,2.15.2,"Red Hat, Inc.",
mozilla-filesystem,1.9,"Red Hat, Inc.",
adobe-mappings-cmap-deprecated,20171205,"Red Hat, Inc.",
wavpack,5.4.0,"Red Hat, Inc.",
libusbx,1.0.26,"Red Hat, Inc.",
libmpeg2,0.5.1,"Red Hat, Inc.",
libvisual,0.4.0,"Red Hat, Inc.",
libldac,2.0.2.3,"Red Hat, Inc.",
vte-profile,0.64.2,"Red Hat, Inc.",
libestr,0.1.11,"Red Hat, Inc.",
pulseaudio-libs,15.0,"Red Hat, Inc.",
libmspack,0.10.1,"Red Hat, Inc.",
langpacks-core-en,3.0,"Red Hat, Inc.",
libsbc,1.4,"Red Hat, Inc.",
libijs,0.35,"Red Hat, Inc.",
twolame-libs,0.3.13,"Red Hat, Inc.",
libgee,0.20.4,"Red Hat, Inc.",
pulseaudio-utils,15.0,"Red Hat, Inc.",
speech-dispatcher-espeak-ng,0.10.2,"Red Hat, Inc.",
libspectre,0.2.9,"Red Hat, Inc.",
urw-base35-nimbus-sans-fonts,20200910,"Red Hat, Inc.",
libxklavier,5.4,"Red Hat, Inc.",
pcaudiolib,1.1,"Red Hat, Inc.",
urw-base35-p052-fonts,20200910,"Red Hat, Inc.",
libgcab1,1.4,"Red Hat, Inc.",
wpebackend-fdo,1.10.0,"Red Hat, Inc.",
urw-base35-standard-symbols-ps-fonts,20200910,"Red Hat, Inc.",
urw-base35-fonts,20200910,"Red Hat, Inc.",
urw-base35-nimbus-roman-fonts,20200910,"Red Hat, Inc.",
urw-base35-z003-fonts,20200910,"Red Hat, Inc.",
libao,1.2.0,"Red Hat, Inc.",
kernel-core,5.14.0,"Red Hat, Inc.",
speech-dispatcher,0.10.2,"Red Hat, Inc.",
low-memory-monitor,2.1,"Red Hat, Inc.",
plymouth-plugin-two-step,0.9.5,"Red Hat, Inc.",
gstreamer1-plugins-good,1.22.1,"Red Hat, Inc.",
grubby,8.40,"Red Hat, Inc.",
pkgconf-m4,1.7.3,"Red Hat, Inc.",
kbd,2.4.0,"Red Hat, Inc.",
NetworkManager,1.48.10,"Red Hat, Inc.",
kernel-modules-core,5.14.0,"Red Hat, Inc.",
kbd-legacy,2.4.0,"Red Hat, Inc.",
dracut,057,"Red Hat, Inc.",
kernel-modules,5.14.0,"Red Hat, Inc.",
plymouth-scripts,0.9.5,"Red Hat, Inc.",
systemd-udev,252,"Red Hat, Inc.",
plymouth-plugin-label,0.9.5,"Red Hat, Inc.",
os-prober,1.77,"Red Hat, Inc.",
pkgconf-pkg-config,1.7.3,"Red Hat, Inc.",
rhsm-icons,6,"Red Hat, Inc.",
grub2-tools,2.06,"Red Hat, Inc.",
kernel-core,5.14.0,"Red Hat, Inc.",
plymouth,0.9.5,"Red Hat, Inc.",
gvfs-mtp,1.48.1,"Red Hat, Inc.",
yelp-tools,40.0,"Red Hat, Inc.",
paps,0.7.1,"Red Hat, Inc.",
xorg-x11-drv-evdev,2.10.6,"Red Hat, Inc.",
gvfs-smb,1.48.1,"Red Hat, Inc.",
gutenprint-cups,5.3.4,"Red Hat, Inc.",
xorg-x11-drv-wacom,1.0.0,"Red Hat, Inc.",
xorg-x11-drv-fbdev,0.5.0,"Red Hat, Inc.",
kernel,5.14.0,"Red Hat, Inc.",
xorg-x11-drv-vmware,13.2.1,"Red Hat, Inc.",
osinfo-db-tools,1.10.0,"Red Hat, Inc.",
flatpak,1.12.9,"Red Hat, Inc.",
cockpit-packagekit,323.1,"Red Hat, Inc.",
gnome-font-viewer,40.0,"Red Hat, Inc.",
gnome-disk-utility,40.2,"Red Hat, Inc.",
enscript,1.6.6,"Red Hat, Inc.",
cheese,3.38.0,"Red Hat, Inc.",
gvfs-goa,1.48.1,"Red Hat, Inc.",
yelp-libs,40.3,"Red Hat, Inc.",
eog,40.3,"Red Hat, Inc.",
gnome-characters,40.0,"Red Hat, Inc.",
gedit,40.0,"Red Hat, Inc.",
gnome-terminal-nautilus,3.40.3,"Red Hat, Inc.",
gnome-shell-extension-background-logo,40.0~rc,"Red Hat, Inc.",
baobab,40.0,"Red Hat, Inc.",
libsane-hpaio,3.21.2,"Red Hat, Inc.",
evince-nautilus,40.5,"Red Hat, Inc.",
gnome-system-monitor,40.1,"Red Hat, Inc.",
gnome-calculator,40.1,"Red Hat, Inc.",
gnome-initial-setup,40.4,"Red Hat, Inc.",
gvfs-gphoto2,1.48.1,"Red Hat, Inc.",
system-config-printer-udev,1.5.15,"Red Hat, Inc.",
pnm2ppa,1.04,"Red Hat, Inc.",
evince,40.5,"Red Hat, Inc.",
grilo-plugins,0.3.13,"Red Hat, Inc.",
gnome-tour,40.1,"Red Hat, Inc.",
yelp,40.3,"Red Hat, Inc.",
mallard-rng,1.1.0,"Red Hat, Inc.",
dosfstools,4.2,"Red Hat, Inc.",
hdparm,9.62,"Red Hat, Inc.",
libcbor,0.7.0,"Red Hat, Inc.",
gnome-video-effects,0.5.0,"Red Hat, Inc.",
libpipeline,1.5.3,"Red Hat, Inc.",
diffutils,3.7,"Red Hat, Inc.",
isns-utils-libs,0.101,"Red Hat, Inc.",
libnfnetlink,1.0.1,"Red Hat, Inc.",
psmisc,23.4,"Red Hat, Inc.",
inih,49,"Red Hat, Inc.",
avahi-glib,0.8,"Red Hat, Inc.",
usermode,1.114,"Red Hat, Inc.",
libuser,0.63,"Red Hat, Inc.",
gnome-menus,3.36.0,"Red Hat, Inc.",
libudisks2,2.9.4,"Red Hat, Inc.",
libinput,1.19.3,"Red Hat, Inc.",
libqmi-utils,1.32.2,"Red Hat, Inc.",
python3-librepo,1.14.5,"Red Hat, Inc.",
bluez,5.72,"Red Hat, Inc.",
python3-pycurl,7.43.0.6,"Red Hat, Inc.",
python3-cups,2.0.1,"Red Hat, Inc.",
python3-speechd,0.10.2,"Red Hat, Inc.",
python3-pyatspi,2.38.1,"Red Hat, Inc.",
perl-Digest,1.19,"Red Hat, Inc.",
perl-Digest-MD5,2.58,"Red Hat, Inc.",
python3-psutil,5.8.0,"Red Hat, Inc.",
libpeas-loader-python3,1.30.0,"Red Hat, Inc.",
libwebp,1.2.0,"Red Hat, Inc.",
tar,1.34,"Red Hat, Inc.",
numactl-libs,2.0.18,"Red Hat, Inc.",
llvm-libs,18.1.8,"Red Hat, Inc.",
bluez-libs,5.72,"Red Hat, Inc.",
util-linux-core,2.37.4,"Red Hat, Inc.",
libwayland-egl,1.21.0,"Red Hat, Inc.",
file,5.39,"Red Hat, Inc.",
composefs-libs,1.0.5,"Red Hat, Inc.",
file-libs,5.39,"Red Hat, Inc.",
bubblewrap,0.4.1,"Red Hat, Inc.",
libtiff,4.4.0,"Red Hat, Inc.",
xmlsec1,1.2.29,"Red Hat, Inc.",
libfdisk,2.37.4,"Red Hat, Inc.",
sound-theme-freedesktop,0.8,"Red Hat, Inc.",
xdg-desktop-portal-gtk,1.12.0,"Red Hat, Inc.",
libnma,1.8.40,"Red Hat, Inc.",
gcr,3.40.0,"Red Hat, Inc.",
libhandy,1.2.3,"Red Hat, Inc.",
clutter,1.26.4,"Red Hat, Inc.",
clutter-gtk,1.8.4,"Red Hat, Inc.",
gnome-desktop3,40.4,"Red Hat, Inc.",
libgweather,40.0,"Red Hat, Inc.",
gpgme,1.15.1,"Red Hat, Inc.",
color-filesystem,1,"Red Hat, Inc.",
passwd,0.80,"Red Hat, Inc.",
libluksmeta,9,"Red Hat, Inc.",
sane-airscan,0.99.24,"Red Hat, Inc.",
iio-sensor-proxy,3.3,"Red Hat, Inc.",
cups-pk-helper,0.2.6,"Red Hat, Inc.",
libsane-airscan,0.99.24,"Red Hat, Inc.",
lockdev,1.0.4,"Red Hat, Inc.",
xorg-x11-xinit,1.4.0,"Red Hat, Inc.",
usb_modeswitch-data,20191128,"Red Hat, Inc.",
xdg-dbus-proxy,0.1.3,"Red Hat, Inc.",
libjcat,0.1.6,"Red Hat, Inc.",
libmodulemd,2.13.0,"Red Hat, Inc.",
usb_modeswitch,2.6.1,"Red Hat, Inc.",
colord,1.4.5,"Red Hat, Inc.",
gnome-classic-session,40.7,"Red Hat, Inc.",
gstreamer1-plugins-good-gtk,1.22.1,"Red Hat, Inc.",
shim-x64,15.8,"Red Hat, Inc.",
cockpit,323.1,"Red Hat, Inc.",
gnome-screenshot,40.0,"Red Hat, Inc.",
gnome-shell-extension-launch-new-instance,40.7,"Red Hat, Inc.",
gnome-shell-extension-places-menu,40.7,"Red Hat, Inc.",
NetworkManager-bluetooth,1.48.10,"Red Hat, Inc.",
gnome-shell-extension-window-list,40.7,"Red Hat, Inc.",
open-vm-tools-desktop,12.4.0,"Red Hat, Inc.",
totem,3.38.2,"Red Hat, Inc.",
gnome-software,45.3,"Red Hat, Inc.",
gnome-shell-extension-common,40.7,"Red Hat, Inc.",
gnome-shell-extension-apps-menu,40.7,"Red Hat, Inc.",
chrome-gnome-shell,42.1,"Red Hat, Inc.",
sushi,3.38.1,"Red Hat, Inc.",
gtksourceview4,4.8.1,"Red Hat, Inc.",
gnome-shell-extension-desktop-icons,40.7,"Red Hat, Inc.",
gdm,40.1,"Red Hat, Inc.",
gnome-logs,3.36.0,"Red Hat, Inc.",
hunspell-en-US,0.20140811.1,"Red Hat, Inc.",
hunspell,1.7.0,"Red Hat, Inc.",
libaio,0.3.111,"Red Hat, Inc.",
pciutils-libs,3.7.0,"Red Hat, Inc.",
hunspell-en-GB,0.20140811.1,"Red Hat, Inc.",
mpfr,4.1.0,"Red Hat, Inc.",
libXcursor,1.2.0,"Red Hat, Inc.",
libxkbfile,1.1.0,"Red Hat, Inc.",
libyaml,0.2.5,"Red Hat, Inc.",
hicolor-icon-theme,0.17,"Red Hat, Inc.",
hunspell-en,0.20140811.1,"Red Hat, Inc.",
sed,4.8,"Red Hat, Inc.",
systemd-libs,252,"Red Hat, Inc.",
krb5-libs,1.21.1,"Red Hat, Inc.",
gnutls,3.8.3,"Red Hat, Inc.",
findutils,4.8.0,"Red Hat, Inc.",
fontconfig,2.14.0,"Red Hat, Inc.",
protobuf-c,1.3.3,"Red Hat, Inc.",
nettle,3.9.1,"Red Hat, Inc.",
plymouth-core-libs,0.9.5,"Red Hat, Inc.",
libmount,2.37.4,"Red Hat, Inc.",
redhat-logos,90.4,"Red Hat, Inc.",
selinux-policy-targeted,38.1.45,"Red Hat, Inc.",
container-selinux,2.232.1,"Red Hat, Inc.",
coreutils,8.32,"Red Hat, Inc.",
libtirpc,1.3.3,"Red Hat, Inc.",
selinux-policy,38.1.45,"Red Hat, Inc.",
dbus-libs,1.12.20,"Red Hat, Inc.",
libblkid,2.37.4,"Red Hat, Inc.",
cyrus-sasl-lib,2.1.27,"Red Hat, Inc.",
pixman,0.40.0,"Red Hat, Inc.",
libsmartcols,2.37.4,"Red Hat, Inc.",
fuse3-libs,3.10.2,"Red Hat, Inc.",
gdbm-libs,1.23,"Red Hat, Inc.",
libtool-ltdl,2.4.6,"Red Hat, Inc.",
orc,0.4.31,"Red Hat, Inc.",
appstream-data,9,"Red Hat, Inc.",
liberation-fonts-common,2.1.3,"Red Hat, Inc.",
google-noto-cjk-fonts-common,20230817,"Red Hat, Inc.",
cups-filesystem,2.3.3op2,"Red Hat, Inc.",
tzdata,2024b,"Red Hat, Inc.",
jansson,2.14,"Red Hat, Inc.",
java-17-openjdk,17.0.10.0.7,"Red Hat, Inc.",
samba-common-tools,4.15.5,"Red Hat, Inc.",
glibc-headers,2.28,"Red Hat, Inc.",
device-mapper-libs,1.02.181,"Red Hat, Inc.",
openssl-libs,1.1.1k,"Red Hat, Inc.",
systemd-pam,239,"Red Hat, Inc.",
grub2-tools-minimal,2.02,"Red Hat, Inc.",
libcurl,7.61.1,"Red Hat, Inc.",
samba,4.15.5,"Red Hat, Inc.",
systemd,239,"Red Hat, Inc.",
kernel-tools,4.18.0,"Red Hat, Inc.",
python3-perf,4.18.0,"Red Hat, Inc.",
libwbclient,4.15.5,"Red Hat, Inc.",
dhcp-common,4.3.6,"Red Hat, Inc.",
kernel-core,4.18.0,"Red Hat, Inc.",
samba-common,4.15.5,"Red Hat, Inc.",
selinux-policy,3.14.3,"Red Hat, Inc.",
dbus-libs,1.12.8,"Red Hat, Inc.",
dos2unix,7.4.0,CentOS,
httpd,2.4.37,"Red Hat, Inc.",
device-mapper,1.02.181,"Red Hat, Inc.",
nmap,7.70,"Red Hat, Inc.",
krb5-devel,1.18.2,"Red Hat, Inc.",
slirp4netns,1.2.0,"Red Hat, Inc.",
grub2-tools-extra,2.02,"Red Hat, Inc.",
python3-tdb,1.4.4,"Red Hat, Inc.",
kernel-modules,4.18.0,"Red Hat, Inc.",
samba-libs,4.15.5,"Red Hat, Inc.",
cups-libs,2.2.6,"Red Hat, Inc.",
docker-scan-plugin,0.17.0,Docker,
docker-ce-cli,20.10.17,Docker,
glibc-gconv-extra,2.28,"Red Hat, Inc.",
samba-common-libs,4.15.5,"Red Hat, Inc.",
sssd-ldap,2.6.2,"Red Hat, Inc.",
newt,0.52.20,"Red Hat, Inc.",
kernel-modules,4.18.0,"Red Hat, Inc.",
rsyslog,8.2102.0,"Red Hat, Inc.",
libsss_sudo,2.6.2,"Red Hat, Inc.",
sssd-ad,2.6.2,"Red Hat, Inc.",
docker-ce,20.10.17,Docker,
haproxy,1.8.27,"Red Hat, Inc.",
dracut-config-rescue,049,"Red Hat, Inc.",
libxml2,2.9.7,"Red Hat, Inc.",
libmspack,0.7,"Red Hat, Inc.",
sssd-common-pac,2.6.2,"Red Hat, Inc.",
NetworkManager-team,1.36.0,"Red Hat, Inc.",
grub2-pc,2.02,"Red Hat, Inc.",
ansible-tower-ui,3.7.2,"Red Hat, Inc.",
xkeyboard-config,2.24,"Red Hat, Inc.",
libtraceevent,1.5.3,"Red Hat, Inc.",
libsss_nss_idmap,2.6.2,"Red Hat, Inc.",
lvm2,2.03.14,"Red Hat, Inc.",
NetworkManager-tui,1.36.0,"Red Hat, Inc.",
libxkbcommon,0.8.2,"Red Hat, Inc.",
glibc,2.28,"Red Hat, Inc.",
python36-devel,3.6.8,"Red Hat, Inc.",
glibc-common,2.28,"Red Hat, Inc.",
libsmbclient,4.15.5,"Red Hat, Inc.",
kernel,4.18.0,"Red Hat, Inc.",
pigz,2.4,"Red Hat, Inc.",
samba-client-libs,4.15.5,"Red Hat, Inc.",
NetworkManager-initscripts-updown,1.36.0,"Red Hat, Inc.",
dracut-squash,049,"Red Hat, Inc.",
libslirp,4.4.0,"Red Hat, Inc.",
dhcp-libs,4.3.6,"Red Hat, Inc.",
bind-export-libs,9.11.36,"Red Hat, Inc.",
java-17-openjdk-headless,17.0.10.0.7,"Red Hat, Inc.",
kernel-tools-libs,4.18.0,"Red Hat, Inc.",
systemd-udev,239,"Red Hat, Inc.",
libsss_certmap,2.6.2,"Red Hat, Inc.",
grub2-tools,2.02,"Red Hat, Inc.",
iwl3945-firmware,15.32.2.9,"Red Hat, Inc.",
ansible-tower-venv-ansible,3.7.2,"Red Hat, Inc.",
postgresql,10.21,"Red Hat, Inc.",
ansible-tower,3.7.2,"Red Hat, Inc.",
kernel-core,4.18.0,"Red Hat, Inc.",
sssd-ipa,2.6.2,"Red Hat, Inc.",
ansible-tower-venv-tower,3.7.2,"Red Hat, Inc.",
sssd-krb5-common,2.6.2,"Red Hat, Inc.",
python3-tevent,0.11.0,"Red Hat, Inc.",
sssd-proxy,2.6.2,"Red Hat, Inc.",
dhcp-client,4.3.6,"Red Hat, Inc.",
glibc-devel,2.28,"Red Hat, Inc.",
container-selinux,2.188.0,"Red Hat, Inc.",
python3-libxml2,2.9.7,"Red Hat, Inc.",
dbus,1.12.8,"Red Hat, Inc.",
openssl,1.1.1k,"Red Hat, Inc.",
NetworkManager,1.36.0,"Red Hat, Inc.",
instana-agent-static,20250127,"Instana, Inc.",
dbus-common,1.12.8,"Red Hat, Inc.",
platform-python-devel,3.6.8,"Red Hat, Inc.",
glibc-langpack-en,2.28,"Red Hat, Inc.",
